id,nama,age,gender,harga_beli,kind_of_food,restaurant,friends,jumlah_klik_produk_tertentu,review,lokasi_resto
4295,User4295,61,Female,11.58,Beverage,Mi Gacoan,100,18,"Great food, definitely coming back.",Bandung
4296,User4296,44,Male,50.45,Dessert,McDonald's,292,15,"Excellent taste, worth every penny!",Jogja
4297,User4297,22,Female,21.45,Beverage,Starbucks,449,8,"Terrible experience, food was awful.",Bandung
4298,User4298,56,Female,64.66,Fast Food,Starbucks,28,10,"Amazing flavors, highly recommend!",Bandung
4299,User4299,31,Female,26.8,Dessert,McDonald's,23,6,"Terrible experience, food was awful.",Bandung
4300,User4300,27,Female,77.87,Fast Food,Starbucks,149,4,"Unimpressed with the taste, won't return.",Surabaya
4301,User4301,24,Male,46.07,Dessert,McDonald's,350,8,"Poor quality, not worth the money.",Jakarta
4302,User4302,53,Male,85.05,Healthy,Starbucks,300,2,The food was delicious and fresh!,Surabaya
4303,User4303,30,Female,91.98,Fast Food,JCo,411,19,"Amazing flavors, highly recommend!",Jakarta
4304,User4304,23,Male,80.21,Beverage,Burger King,230,9,"Excellent taste, worth every penny!",Malang
4305,User4305,49,Female,69.57,Dessert,Mi Gacoan,352,9,"Not worth the price, very disappointing.",Surabaya
4306,User4306,46,Male,51.15,Fast Food,McDonald's,377,17,"Poor quality, not worth the money.",Bandung
4307,User4307,36,Male,84.49,Healthy,Starbucks,103,1,Very tasty and well-prepared.,Malang
4308,User4308,43,Female,75.34,Fast Food,McDonald's,156,11,The food was bland and tasteless.,Jakarta
4309,User4309,46,Male,99.32,Healthy,JCo,475,11,The food was bland and tasteless.,Surabaya
4310,User4310,53,Male,26.8,Beverage,Starbucks,25,16,"Not worth the price, very disappointing.",Jakarta
4311,User4311,62,Female,94.18,Beverage,Mi Gacoan,74,11,"Poor quality, not worth the money.",Jakarta
4312,User4312,33,Female,42.84,Fast Food,Mi Gacoan,229,17,The food was bland and tasteless.,Surabaya
4313,User4313,49,Male,50.01,Fast Food,JCo,414,1,Very tasty and well-prepared.,Surabaya
4314,User4314,65,Male,51.75,Fast Food,McDonald's,308,9,"Excellent taste, worth every penny!",Malang
4315,User4315,53,Male,28.71,Healthy,Mi Gacoan,132,3,Very tasty and well-prepared.,Surabaya
4316,User4316,46,Female,10.67,Healthy,JCo,468,12,"Great food, definitely coming back.",Bandung
4317,User4317,49,Female,43.43,Dessert,Starbucks,98,18,"Terrible experience, food was awful.",Surabaya
4318,User4318,29,Male,17.8,Healthy,McDonald's,8,8,"Amazing flavors, highly recommend!",Jakarta
4319,User4319,43,Female,5.4,Beverage,Mi Gacoan,152,18,Very tasty and well-prepared.,Malang
4320,User4320,36,Male,57.08,Beverage,McDonald's,346,18,"Poor quality, not worth the money.",Malang
4321,User4321,50,Male,48.85,Fast Food,KFC,262,10,Very tasty and well-prepared.,Bandung
4322,User4322,53,Female,66.34,Dessert,Burger King,475,12,"Poor quality, not worth the money.",Bandung
4323,User4323,44,Female,56.5,Dessert,Starbucks,55,2,The food was delicious and fresh!,Jakarta
4324,User4324,69,Female,7.98,Dessert,Burger King,196,8,Very tasty and well-prepared.,Malang
4325,User4325,48,Male,80.67,Fast Food,KFC,211,4,"Amazing flavors, highly recommend!",Malang
4326,User4326,22,Female,7.46,Fast Food,JCo,164,7,"Great food, definitely coming back.",Bandung
4327,User4327,61,Female,72.95,Dessert,McDonald's,129,9,"Terrible experience, food was awful.",Bandung
4328,User4328,32,Male,79.35,Healthy,KFC,206,14,"Great food, definitely coming back.",Surabaya
4329,User4329,23,Male,47.12,Beverage,Burger King,0,17,"Poor quality, not worth the money.",Jakarta
4330,User4330,50,Female,11.79,Fast Food,Starbucks,65,17,The food was bland and tasteless.,Bandung
4331,User4331,18,Male,86.76,Fast Food,Burger King,71,4,"Not worth the price, very disappointing.",Jogja
4332,User4332,64,Female,53.48,Fast Food,Burger King,403,9,"Excellent taste, worth every penny!",Malang
4333,User4333,22,Female,66.08,Dessert,Mi Gacoan,481,19,"Not worth the price, very disappointing.",Malang
4334,User4334,39,Female,27.36,Dessert,Burger King,372,4,The food was delicious and fresh!,Malang
4335,User4335,38,Male,62.96,Healthy,Mi Gacoan,435,4,"Unimpressed with the taste, won't return.",Jakarta
4336,User4336,68,Female,52.97,Beverage,McDonald's,467,14,"Not worth the price, very disappointing.",Bandung
4337,User4337,65,Female,18.42,Dessert,Burger King,75,17,"Not worth the price, very disappointing.",Jogja
4338,User4338,57,Male,11.98,Dessert,Burger King,203,1,"Excellent taste, worth every penny!",Jogja
4339,User4339,32,Male,91.38,Dessert,McDonald's,193,0,Very tasty and well-prepared.,Malang
4340,User4340,23,Male,80.51,Beverage,Starbucks,282,2,"Great food, definitely coming back.",Malang
4341,User4341,30,Female,6.39,Beverage,McDonald's,183,1,"Unimpressed with the taste, won't return.",Jakarta
4342,User4342,66,Female,48.52,Fast Food,McDonald's,466,18,"Unimpressed with the taste, won't return.",Surabaya
4343,User4343,21,Male,98.69,Beverage,Mi Gacoan,328,2,The food was bland and tasteless.,Jakarta
4344,User4344,47,Male,27.51,Dessert,Mi Gacoan,167,16,"Poor quality, not worth the money.",Bandung
4345,User4345,51,Male,51.73,Fast Food,Mi Gacoan,321,3,"Terrible experience, food was awful.",Bandung
4346,User4346,66,Male,67.83,Fast Food,JCo,42,12,"Unimpressed with the taste, won't return.",Jogja
4347,User4347,55,Male,86.96,Fast Food,Mi Gacoan,409,7,The food was bland and tasteless.,Surabaya
4348,User4348,36,Female,99.46,Beverage,KFC,478,7,"Not worth the price, very disappointing.",Bandung
4349,User4349,27,Male,67.94,Dessert,McDonald's,154,9,"Great food, definitely coming back.",Malang
4350,User4350,54,Male,54.27,Dessert,Starbucks,375,19,"Great food, definitely coming back.",Jogja
4351,User4351,66,Female,52.04,Dessert,Mi Gacoan,49,10,"Excellent taste, worth every penny!",Jakarta
4352,User4352,21,Male,52.69,Beverage,JCo,404,5,"Amazing flavors, highly recommend!",Malang
4353,User4353,66,Female,40.45,Fast Food,Mi Gacoan,421,8,"Great food, definitely coming back.",Malang
4354,User4354,23,Female,33.8,Healthy,JCo,219,11,"Poor quality, not worth the money.",Surabaya
4355,User4355,26,Female,55.83,Fast Food,Burger King,276,18,The food was delicious and fresh!,Bandung
4356,User4356,27,Male,58.08,Healthy,Burger King,346,4,"Amazing flavors, highly recommend!",Surabaya
4357,User4357,35,Male,44.89,Fast Food,Starbucks,33,18,"Great food, definitely coming back.",Jakarta
4358,User4358,60,Female,24.13,Fast Food,McDonald's,11,19,Very tasty and well-prepared.,Surabaya
4359,User4359,56,Female,71.71,Beverage,KFC,164,15,The food was delicious and fresh!,Bandung
4360,User4360,65,Male,13.79,Beverage,JCo,2,9,"Terrible experience, food was awful.",Bandung
4361,User4361,41,Male,83.91,Healthy,Burger King,191,3,"Poor quality, not worth the money.",Surabaya
4362,User4362,62,Male,77.33,Dessert,KFC,481,7,"Great food, definitely coming back.",Surabaya
4363,User4363,21,Male,85.42,Fast Food,Burger King,205,14,The food was delicious and fresh!,Jakarta
4364,User4364,57,Female,99.85,Healthy,Starbucks,423,17,The food was delicious and fresh!,Malang
4365,User4365,21,Male,81.27,Healthy,Starbucks,469,7,The food was delicious and fresh!,Bandung
4366,User4366,61,Male,86.09,Healthy,Burger King,298,19,"Great food, definitely coming back.",Jakarta
4367,User4367,23,Male,7.9,Beverage,Starbucks,220,15,"Great food, definitely coming back.",Jakarta
4368,User4368,62,Male,11.78,Dessert,McDonald's,391,19,"Amazing flavors, highly recommend!",Surabaya
4369,User4369,29,Male,92.08,Healthy,Starbucks,212,18,"Not worth the price, very disappointing.",Bandung
4370,User4370,59,Male,77.49,Fast Food,JCo,335,19,"Great food, definitely coming back.",Jogja
4371,User4371,61,Male,25.57,Beverage,KFC,171,16,"Great food, definitely coming back.",Jogja
4372,User4372,54,Female,83.12,Beverage,Burger King,94,18,"Poor quality, not worth the money.",Bandung
4373,User4373,33,Male,54.12,Healthy,JCo,388,5,Very tasty and well-prepared.,Jogja
4374,User4374,48,Male,57.07,Dessert,Mi Gacoan,283,15,"Terrible experience, food was awful.",Malang
4375,User4375,18,Female,75.41,Healthy,McDonald's,488,3,The food was delicious and fresh!,Jogja
4376,User4376,34,Female,71.91,Dessert,Burger King,233,0,Very tasty and well-prepared.,Bandung
4377,User4377,51,Male,80.87,Dessert,Starbucks,430,17,Very tasty and well-prepared.,Jakarta
4378,User4378,63,Male,66.64,Dessert,KFC,12,4,"Terrible experience, food was awful.",Malang
4379,User4379,61,Female,54.92,Dessert,McDonald's,258,3,"Unimpressed with the taste, won't return.",Bandung
4380,User4380,25,Male,31.25,Beverage,McDonald's,20,15,The food was delicious and fresh!,Jakarta
4381,User4381,35,Male,23.46,Beverage,Mi Gacoan,147,1,Very tasty and well-prepared.,Jogja
4382,User4382,55,Female,62.36,Healthy,McDonald's,70,7,"Great food, definitely coming back.",Surabaya
4383,User4383,59,Male,40.83,Fast Food,Burger King,341,6,The food was bland and tasteless.,Malang
4384,User4384,56,Male,63.92,Healthy,Starbucks,374,18,The food was bland and tasteless.,Jakarta
4385,User4385,53,Female,84.8,Fast Food,Mi Gacoan,236,3,Very tasty and well-prepared.,Jakarta
4386,User4386,67,Female,45.11,Fast Food,KFC,263,8,"Excellent taste, worth every penny!",Jogja
4387,User4387,35,Female,40.26,Dessert,JCo,270,0,"Amazing flavors, highly recommend!",Malang
4388,User4388,33,Female,50.58,Beverage,JCo,123,5,"Not worth the price, very disappointing.",Surabaya
4389,User4389,60,Female,95.13,Beverage,Mi Gacoan,342,10,"Poor quality, not worth the money.",Jakarta
4390,User4390,43,Male,36.93,Healthy,McDonald's,78,13,"Not worth the price, very disappointing.",Jakarta
4391,User4391,26,Female,99.3,Beverage,KFC,486,19,The food was delicious and fresh!,Jakarta
4392,User4392,63,Female,32.05,Beverage,McDonald's,259,12,Very tasty and well-prepared.,Malang
4393,User4393,63,Female,20.92,Dessert,KFC,48,15,"Amazing flavors, highly recommend!",Malang
4394,User4394,33,Female,49.19,Beverage,KFC,37,7,"Excellent taste, worth every penny!",Jakarta
4395,User4395,65,Female,44.09,Healthy,JCo,194,6,Very tasty and well-prepared.,Malang
4396,User4396,61,Male,59.94,Healthy,JCo,472,17,The food was delicious and fresh!,Bandung
4397,User4397,54,Male,16.14,Beverage,Burger King,372,13,"Excellent taste, worth every penny!",Malang
4398,User4398,53,Female,28.52,Fast Food,Burger King,27,1,"Not worth the price, very disappointing.",Jakarta
4399,User4399,52,Female,78.11,Healthy,McDonald's,323,18,"Great food, definitely coming back.",Surabaya
4400,User4400,62,Female,43.31,Healthy,KFC,272,16,"Terrible experience, food was awful.",Jakarta
4401,User4401,19,Female,98.06,Healthy,JCo,158,1,The food was bland and tasteless.,Jakarta
4402,User4402,53,Female,54.43,Healthy,JCo,214,7,"Terrible experience, food was awful.",Bandung
4403,User4403,46,Male,16.3,Fast Food,Mi Gacoan,152,19,"Poor quality, not worth the money.",Jogja
4404,User4404,45,Female,25.67,Healthy,KFC,34,8,"Great food, definitely coming back.",Surabaya
4405,User4405,59,Male,85.01,Dessert,Mi Gacoan,422,18,Very tasty and well-prepared.,Bandung
4406,User4406,68,Male,33.63,Fast Food,Mi Gacoan,275,16,"Excellent taste, worth every penny!",Surabaya
4407,User4407,20,Male,25.28,Dessert,Mi Gacoan,105,16,The food was delicious and fresh!,Surabaya
4408,User4408,32,Male,74.94,Dessert,Mi Gacoan,318,5,"Poor quality, not worth the money.",Malang
4409,User4409,42,Male,28.27,Fast Food,Starbucks,488,2,"Terrible experience, food was awful.",Bandung
4410,User4410,42,Female,37.89,Healthy,Burger King,350,1,Very tasty and well-prepared.,Malang
4411,User4411,60,Female,93.71,Beverage,Mi Gacoan,350,14,The food was delicious and fresh!,Malang
4412,User4412,37,Male,12.88,Dessert,Burger King,66,3,"Excellent taste, worth every penny!",Jakarta
4413,User4413,23,Male,74.63,Dessert,JCo,250,2,Very tasty and well-prepared.,Malang
4414,User4414,53,Male,37.93,Beverage,Mi Gacoan,158,17,"Unimpressed with the taste, won't return.",Surabaya
4415,User4415,53,Male,13.11,Fast Food,JCo,78,17,"Excellent taste, worth every penny!",Jakarta
4416,User4416,51,Female,63.66,Fast Food,JCo,92,0,The food was bland and tasteless.,Jakarta
4417,User4417,44,Female,96.08,Fast Food,Mi Gacoan,110,0,"Not worth the price, very disappointing.",Jogja
4418,User4418,30,Male,51.65,Beverage,McDonald's,413,12,"Terrible experience, food was awful.",Jogja
4419,User4419,44,Male,12.92,Dessert,Mi Gacoan,417,4,"Not worth the price, very disappointing.",Malang
4420,User4420,64,Female,10.43,Beverage,KFC,474,0,"Excellent taste, worth every penny!",Jogja
4421,User4421,33,Female,13.69,Fast Food,Starbucks,472,0,"Excellent taste, worth every penny!",Jakarta
4422,User4422,58,Male,5.96,Beverage,KFC,371,11,The food was bland and tasteless.,Jogja
4423,User4423,55,Male,28.55,Healthy,Starbucks,442,17,Very tasty and well-prepared.,Surabaya
4424,User4424,33,Female,6.86,Dessert,Mi Gacoan,282,2,"Amazing flavors, highly recommend!",Jakarta
4425,User4425,53,Female,18.0,Beverage,McDonald's,435,2,"Excellent taste, worth every penny!",Malang
4426,User4426,39,Female,60.77,Healthy,Mi Gacoan,469,12,Very tasty and well-prepared.,Bandung
4427,User4427,47,Female,15.88,Fast Food,McDonald's,455,19,"Excellent taste, worth every penny!",Bandung
4428,User4428,40,Male,31.1,Beverage,Mi Gacoan,18,3,"Terrible experience, food was awful.",Bandung
4429,User4429,63,Male,21.95,Dessert,Starbucks,180,14,Very tasty and well-prepared.,Bandung
4430,User4430,56,Male,26.28,Fast Food,Burger King,264,9,"Excellent taste, worth every penny!",Jogja
4431,User4431,21,Female,7.71,Fast Food,Mi Gacoan,176,0,"Poor quality, not worth the money.",Surabaya
4432,User4432,43,Male,45.34,Beverage,McDonald's,85,5,"Terrible experience, food was awful.",Bandung
4433,User4433,33,Female,23.96,Healthy,JCo,493,18,"Great food, definitely coming back.",Jakarta
4434,User4434,43,Female,53.75,Healthy,Starbucks,253,12,The food was delicious and fresh!,Jakarta
4435,User4435,21,Male,78.58,Fast Food,Mi Gacoan,190,6,"Not worth the price, very disappointing.",Jakarta
4436,User4436,63,Male,52.27,Dessert,Mi Gacoan,262,19,"Not worth the price, very disappointing.",Surabaya
4437,User4437,38,Male,76.61,Fast Food,Starbucks,440,9,The food was bland and tasteless.,Malang
4438,User4438,62,Male,66.38,Beverage,JCo,499,0,"Excellent taste, worth every penny!",Jogja
4439,User4439,41,Female,60.28,Dessert,JCo,326,2,The food was delicious and fresh!,Surabaya
4440,User4440,21,Male,78.36,Beverage,McDonald's,345,19,"Unimpressed with the taste, won't return.",Malang
4441,User4441,41,Female,91.68,Beverage,Burger King,36,3,"Poor quality, not worth the money.",Bandung
4442,User4442,51,Male,41.84,Fast Food,Burger King,287,19,"Terrible experience, food was awful.",Surabaya
4443,User4443,21,Female,52.76,Healthy,KFC,166,5,The food was bland and tasteless.,Bandung
4444,User4444,27,Female,85.01,Fast Food,Mi Gacoan,275,16,"Poor quality, not worth the money.",Malang
4445,User4445,48,Female,73.48,Beverage,Burger King,321,16,"Amazing flavors, highly recommend!",Jogja
4446,User4446,33,Female,9.05,Dessert,JCo,372,10,The food was bland and tasteless.,Jakarta
4447,User4447,18,Male,33.7,Dessert,JCo,75,1,"Excellent taste, worth every penny!",Surabaya
4448,User4448,33,Male,99.5,Beverage,Burger King,213,3,"Terrible experience, food was awful.",Bandung
4449,User4449,57,Female,20.15,Dessert,Burger King,215,12,"Great food, definitely coming back.",Bandung
4450,User4450,44,Female,50.19,Fast Food,Starbucks,146,8,"Poor quality, not worth the money.",Bandung
4451,User4451,42,Male,57.65,Healthy,Burger King,387,6,The food was delicious and fresh!,Surabaya
4452,User4452,65,Male,56.61,Healthy,Starbucks,498,9,Very tasty and well-prepared.,Jogja
4453,User4453,44,Female,5.29,Fast Food,Mi Gacoan,131,9,"Excellent taste, worth every penny!",Jakarta
4454,User4454,68,Female,90.98,Beverage,Burger King,497,1,"Excellent taste, worth every penny!",Surabaya
4455,User4455,20,Male,87.85,Dessert,Burger King,88,10,"Terrible experience, food was awful.",Surabaya
4456,User4456,27,Male,43.03,Beverage,Mi Gacoan,0,5,"Not worth the price, very disappointing.",Surabaya
4457,User4457,52,Male,73.0,Dessert,McDonald's,280,17,Very tasty and well-prepared.,Malang
4458,User4458,50,Male,34.1,Dessert,JCo,382,9,"Poor quality, not worth the money.",Surabaya
4459,User4459,30,Female,60.39,Dessert,JCo,258,6,"Excellent taste, worth every penny!",Jakarta
4460,User4460,39,Male,78.17,Dessert,Mi Gacoan,191,11,"Not worth the price, very disappointing.",Bandung
4461,User4461,20,Male,83.82,Healthy,Burger King,29,16,Very tasty and well-prepared.,Jakarta
4462,User4462,47,Female,43.1,Healthy,JCo,12,13,The food was delicious and fresh!,Jakarta
4463,User4463,26,Male,47.52,Fast Food,Burger King,46,6,"Unimpressed with the taste, won't return.",Jogja
4464,User4464,38,Male,89.32,Healthy,McDonald's,65,4,"Not worth the price, very disappointing.",Surabaya
4465,User4465,50,Male,22.24,Healthy,Starbucks,240,13,"Poor quality, not worth the money.",Surabaya
4466,User4466,46,Male,50.22,Dessert,JCo,496,17,Very tasty and well-prepared.,Surabaya
4467,User4467,53,Male,17.56,Beverage,JCo,58,0,"Poor quality, not worth the money.",Malang
4468,User4468,18,Female,77.15,Dessert,McDonald's,232,0,Very tasty and well-prepared.,Bandung
4469,User4469,64,Female,11.33,Healthy,KFC,39,15,"Unimpressed with the taste, won't return.",Surabaya
4470,User4470,69,Male,78.78,Healthy,JCo,317,16,"Unimpressed with the taste, won't return.",Jakarta
4471,User4471,28,Male,20.99,Dessert,KFC,158,14,Very tasty and well-prepared.,Bandung
4472,User4472,21,Male,81.75,Dessert,JCo,153,14,"Amazing flavors, highly recommend!",Jogja
4473,User4473,64,Male,22.32,Healthy,Starbucks,302,0,"Not worth the price, very disappointing.",Bandung
4474,User4474,19,Male,96.53,Beverage,McDonald's,235,10,The food was bland and tasteless.,Jakarta
4475,User4475,43,Female,90.85,Beverage,Starbucks,407,4,Very tasty and well-prepared.,Jogja
4476,User4476,30,Male,74.24,Dessert,KFC,171,0,The food was delicious and fresh!,Jogja
4477,User4477,28,Male,42.87,Fast Food,KFC,405,16,"Poor quality, not worth the money.",Malang
4478,User4478,66,Female,50.83,Healthy,Mi Gacoan,345,3,"Poor quality, not worth the money.",Jogja
4479,User4479,40,Female,12.17,Fast Food,McDonald's,292,13,Very tasty and well-prepared.,Malang
4480,User4480,63,Female,37.0,Healthy,McDonald's,48,5,"Unimpressed with the taste, won't return.",Bandung
