id,nama,age,gender,location_user,location_pembelian,harga_beli,kind_of_food,restaurant,delivery_time,friends,jumlah_klik_produk_tertentu
5639,User5639,41,Male,Jakarta,Surabaya,93.28,Healthy,Dunkin' Donuts,32,436,15
5640,User5640,55,Male,Jakarta,Jakarta,74.51,Dessert,Domino's Pizza,22,49,3
5641,User5641,23,Male,Bandung,Surabaya,35.93,Beverage,Arby's,45,477,0
5642,User5642,64,Female,Bandung,Surabaya,94.35,Beverage,Wendy's,35,297,14
5643,User5643,59,Female,Bandung,Bandung,47.6,Fast Food,Dunkin' Donuts,18,457,18
5644,User5644,64,Male,Bandung,Bandung,66.89,Healthy,Wendy's,18,166,12
5645,User5645,22,Male,Jakarta,Surabaya,28.86,Dessert,Five Guys,40,371,15
5646,User5646,30,Female,Bandung,Bandung,75.82,Beverage,Burger King,35,10,16
5647,User5647,42,Male,Surabaya,Bandung,43.53,Healthy,Five Guys,51,307,9
5648,User5648,35,Female,Jakarta,Jakarta,37.88,Beverage,Dunkin' Donuts,40,457,15
5649,User5649,32,Female,Jakarta,Surabaya,73.71,Fast Food,Dunkin' Donuts,25,193,7
5650,User5650,32,Female,Surabaya,Jakarta,83.26,Dessert,Popeyes,59,100,3
5651,User5651,35,Male,Jakarta,Surabaya,34.83,Fast Food,Panera Bread,22,385,1
5652,User5652,48,Female,Surabaya,Jakarta,67.74,Beverage,Wendy's,39,386,1
5653,User5653,27,Female,Bandung,Bandung,10.36,Dessert,Five Guys,43,380,17
5654,User5654,55,Male,Surabaya,Surabaya,81.56,Beverage,Domino's Pizza,47,166,0
5655,User5655,19,Male,Jakarta,Jakarta,22.46,Dessert,Wendy's,24,172,16
5656,User5656,69,Female,Jakarta,Surabaya,11.35,Healthy,Taco Bell,26,323,15
5657,User5657,18,Male,Surabaya,Bandung,56.81,Beverage,Starbucks,35,188,13
5658,User5658,65,Female,Bandung,Surabaya,62.06,Beverage,Panda Express,39,256,4
5659,User5659,68,Male,Bandung,Jakarta,71.32,Healthy,Panera Bread,53,272,11
5660,User5660,44,Female,Jakarta,Bandung,13.73,Beverage,Five Guys,32,28,19
5661,User5661,29,Female,Bandung,Surabaya,80.61,Beverage,Five Guys,32,322,16
5662,User5662,57,Female,Bandung,Bandung,41.98,Fast Food,Panera Bread,25,436,19
5663,User5663,59,Female,Bandung,Bandung,95.83,Beverage,Chipotle,50,176,7
5664,User5664,38,Male,Bandung,Bandung,20.05,Beverage,Pizza Hut,16,181,18
5665,User5665,43,Male,Bandung,Jakarta,41.26,Dessert,Panera Bread,16,417,5
5666,User5666,63,Male,Surabaya,Surabaya,31.59,Beverage,Little Caesars,36,370,19
5667,User5667,51,Female,Surabaya,Surabaya,38.66,Fast Food,Taco Bell,35,9,10
5668,User5668,68,Male,Surabaya,Bandung,5.84,Beverage,Arby's,15,60,6
5669,User5669,69,Male,Bandung,Surabaya,38.28,Dessert,Starbucks,22,172,3
5670,User5670,39,Male,Bandung,Jakarta,98.66,Healthy,Starbucks,31,209,11
5671,User5671,33,Female,Jakarta,Bandung,74.98,Dessert,Sonic Drive-In,41,154,11
5672,User5672,51,Female,Jakarta,Bandung,50.71,Fast Food,Burger King,41,1,15
5673,User5673,66,Male,Bandung,Jakarta,85.77,Fast Food,Chipotle,39,400,0
5674,User5674,18,Male,Surabaya,Bandung,34.62,Healthy,KFC,23,265,18
5675,User5675,29,Female,Jakarta,Jakarta,24.19,Healthy,Subway,16,97,12
5676,User5676,46,Male,Bandung,Bandung,55.61,Healthy,Little Caesars,20,395,18
5677,User5677,51,Female,Surabaya,Jakarta,90.39,Fast Food,Domino's Pizza,54,235,13
5678,User5678,28,Male,Surabaya,Surabaya,49.33,Beverage,Five Guys,59,453,18
5679,User5679,31,Male,Jakarta,Bandung,58.92,Fast Food,Pizza Hut,56,193,14
5680,User5680,39,Female,Jakarta,Jakarta,7.97,Fast Food,Five Guys,41,296,4
5681,User5681,28,Male,Jakarta,Bandung,43.26,Beverage,Dunkin' Donuts,47,415,4
5682,User5682,57,Male,Jakarta,Jakarta,87.23,Dessert,Domino's Pizza,46,348,16
5683,User5683,57,Female,Surabaya,Surabaya,35.16,Fast Food,Taco Bell,51,207,13
5684,User5684,50,Male,Jakarta,Surabaya,24.31,Fast Food,Wendy's,39,290,4
5685,User5685,54,Female,Jakarta,Jakarta,23.32,Healthy,Panera Bread,57,406,13
5686,User5686,22,Female,Jakarta,Jakarta,37.77,Fast Food,Chipotle,27,195,19
5687,User5687,53,Male,Bandung,Bandung,22.33,Healthy,Jack in the Box,46,19,2
5688,User5688,26,Male,Surabaya,Bandung,95.94,Beverage,Wendy's,15,5,12
5689,User5689,41,Female,Bandung,Surabaya,83.06,Fast Food,KFC,50,302,10
5690,User5690,41,Female,Surabaya,Bandung,21.5,Healthy,Wendy's,56,132,19
5691,User5691,31,Male,Jakarta,Bandung,17.79,Dessert,Panera Bread,32,182,4
5692,User5692,54,Male,Bandung,Bandung,80.56,Dessert,Pizza Hut,43,495,15
5693,User5693,36,Female,Jakarta,Bandung,39.61,Fast Food,Popeyes,31,107,8
5694,User5694,64,Male,Bandung,Bandung,25.72,Fast Food,Burger King,16,337,7
5695,User5695,52,Male,Surabaya,Bandung,85.12,Fast Food,Jack in the Box,55,338,0
5696,User5696,36,Male,Jakarta,Surabaya,32.75,Beverage,Pizza Hut,32,481,18
5697,User5697,38,Male,Bandung,Jakarta,11.39,Dessert,Dunkin' Donuts,23,319,1
5698,User5698,44,Male,Surabaya,Surabaya,69.23,Fast Food,Sonic Drive-In,45,219,15
5699,User5699,46,Female,Jakarta,Jakarta,72.98,Beverage,Domino's Pizza,29,261,9
5700,User5700,30,Female,Jakarta,Jakarta,27.39,Dessert,Subway,15,431,6
5701,User5701,35,Male,Jakarta,Bandung,55.83,Healthy,Domino's Pizza,46,19,9
5702,User5702,20,Female,Bandung,Surabaya,73.95,Fast Food,Taco Bell,16,80,14
5703,User5703,54,Female,Bandung,Bandung,43.29,Healthy,Chipotle,42,193,14
5704,User5704,28,Male,Bandung,Jakarta,9.07,Beverage,Domino's Pizza,36,185,13
5705,User5705,52,Male,Jakarta,Jakarta,21.38,Fast Food,Little Caesars,19,129,19
5706,User5706,57,Male,Surabaya,Bandung,37.92,Healthy,Little Caesars,31,175,14
5707,User5707,28,Female,Surabaya,Surabaya,13.27,Healthy,Five Guys,23,198,6
5708,User5708,69,Female,Surabaya,Jakarta,86.01,Beverage,Sonic Drive-In,27,68,1
5709,User5709,20,Male,Jakarta,Bandung,70.89,Healthy,Popeyes,54,470,4
5710,User5710,19,Male,Surabaya,Bandung,78.85,Fast Food,Starbucks,44,232,19
5711,User5711,41,Male,Jakarta,Jakarta,93.03,Dessert,Taco Bell,56,196,16
5712,User5712,18,Female,Surabaya,Bandung,77.41,Beverage,Little Caesars,15,219,18
5713,User5713,28,Female,Bandung,Bandung,32.1,Beverage,Taco Bell,53,425,4
5714,User5714,22,Female,Bandung,Surabaya,66.08,Dessert,Taco Bell,26,102,10
5715,User5715,38,Male,Jakarta,Jakarta,99.37,Fast Food,Burger King,40,63,8
5716,User5716,23,Male,Jakarta,Surabaya,9.27,Healthy,Panda Express,56,460,7
5717,User5717,61,Female,Surabaya,Jakarta,64.8,Healthy,Dunkin' Donuts,26,1,10
5718,User5718,54,Female,Bandung,Jakarta,74.74,Beverage,Sonic Drive-In,32,40,19
5719,User5719,64,Male,Jakarta,Jakarta,69.22,Beverage,Pizza Hut,50,222,8
5720,User5720,21,Female,Bandung,Jakarta,42.53,Dessert,McDonald's,38,463,3
5721,User5721,63,Female,Surabaya,Jakarta,53.73,Dessert,Five Guys,39,85,8
5722,User5722,31,Female,Bandung,Bandung,18.95,Dessert,Jack in the Box,46,243,2
5723,User5723,48,Male,Bandung,Surabaya,92.56,Dessert,Chipotle,34,492,17
5724,User5724,61,Female,Jakarta,Surabaya,75.4,Healthy,McDonald's,39,306,12
5725,User5725,20,Female,Bandung,Jakarta,10.17,Fast Food,Chick-fil-A,59,419,6
5726,User5726,51,Male,Surabaya,Jakarta,91.39,Healthy,Wendy's,55,10,6
5727,User5727,45,Female,Jakarta,Surabaya,18.25,Healthy,Sonic Drive-In,36,448,8
5728,User5728,23,Male,Jakarta,Surabaya,6.21,Beverage,Taco Bell,32,9,14
5729,User5729,69,Female,Jakarta,Surabaya,61.15,Beverage,Arby's,15,61,12
5730,User5730,31,Male,Bandung,Surabaya,87.52,Beverage,Five Guys,43,193,19
5731,User5731,55,Female,Bandung,Bandung,11.63,Fast Food,Jack in the Box,17,62,3
5732,User5732,41,Male,Surabaya,Bandung,9.67,Beverage,Dunkin' Donuts,40,419,6
5733,User5733,33,Female,Surabaya,Bandung,7.27,Dessert,McDonald's,46,454,19
5734,User5734,28,Female,Bandung,Bandung,45.7,Fast Food,Popeyes,37,94,19
5735,User5735,46,Female,Surabaya,Surabaya,20.46,Healthy,Panera Bread,16,337,14
5736,User5736,53,Male,Bandung,Jakarta,64.93,Fast Food,Dunkin' Donuts,17,196,10
5737,User5737,42,Female,Jakarta,Jakarta,32.7,Healthy,Popeyes,16,436,1
5738,User5738,48,Female,Surabaya,Jakarta,41.16,Beverage,Domino's Pizza,54,126,9
5739,User5739,62,Male,Jakarta,Jakarta,22.77,Beverage,Panera Bread,45,489,4
5740,User5740,41,Female,Surabaya,Bandung,87.82,Beverage,Arby's,26,205,13
5741,User5741,26,Female,Surabaya,Jakarta,34.1,Healthy,Subway,44,362,18
5742,User5742,47,Male,Surabaya,Bandung,17.65,Dessert,McDonald's,50,47,7
5743,User5743,48,Male,Jakarta,Surabaya,37.1,Healthy,Chick-fil-A,44,47,19
5744,User5744,53,Male,Bandung,Surabaya,80.65,Beverage,Arby's,46,245,11
5745,User5745,28,Female,Surabaya,Jakarta,46.43,Fast Food,Dunkin' Donuts,41,235,2
5746,User5746,64,Male,Jakarta,Jakarta,32.45,Healthy,Panda Express,58,403,12
5747,User5747,43,Female,Jakarta,Jakarta,47.65,Dessert,Dunkin' Donuts,50,306,17
5748,User5748,23,Female,Bandung,Jakarta,87.08,Fast Food,Taco Bell,36,239,9
5749,User5749,63,Female,Surabaya,Surabaya,93.66,Fast Food,Burger King,22,43,14
5750,User5750,23,Male,Jakarta,Surabaya,38.67,Healthy,Taco Bell,35,338,5
5751,User5751,54,Male,Surabaya,Surabaya,95.39,Fast Food,Panda Express,27,457,14
5752,User5752,48,Female,Bandung,Jakarta,97.44,Beverage,Panda Express,18,421,11
5753,User5753,21,Male,Surabaya,Bandung,32.01,Healthy,Wendy's,53,86,8
5754,User5754,29,Female,Surabaya,Bandung,72.63,Dessert,Little Caesars,19,493,7
5755,User5755,45,Male,Bandung,Surabaya,80.34,Fast Food,Popeyes,44,61,16
5756,User5756,58,Female,Surabaya,Jakarta,46.68,Healthy,Five Guys,35,278,0
5757,User5757,18,Female,Jakarta,Surabaya,52.08,Healthy,Chipotle,43,9,9
5758,User5758,45,Female,Bandung,Surabaya,90.97,Fast Food,Wendy's,54,397,16
5759,User5759,29,Male,Bandung,Bandung,99.48,Beverage,Panda Express,54,36,5
5760,User5760,54,Female,Jakarta,Jakarta,55.35,Dessert,Domino's Pizza,59,44,3
5761,User5761,20,Female,Jakarta,Jakarta,84.84,Healthy,Burger King,55,357,17
5762,User5762,39,Male,Jakarta,Bandung,40.85,Healthy,Five Guys,34,236,4
5763,User5763,27,Female,Bandung,Jakarta,17.1,Dessert,Burger King,26,17,16
5764,User5764,48,Male,Surabaya,Jakarta,40.79,Beverage,Taco Bell,41,104,5
5765,User5765,45,Female,Bandung,Surabaya,33.76,Healthy,Chick-fil-A,49,120,2
5766,User5766,36,Female,Bandung,Jakarta,94.19,Beverage,Panera Bread,30,334,12
5767,User5767,64,Female,Bandung,Surabaya,41.72,Beverage,KFC,52,137,16
5768,User5768,67,Male,Bandung,Jakarta,66.96,Healthy,Five Guys,25,181,8
5769,User5769,42,Male,Surabaya,Surabaya,24.94,Beverage,Jack in the Box,52,223,10
5770,User5770,58,Female,Jakarta,Surabaya,32.1,Dessert,Pizza Hut,28,248,2
5771,User5771,69,Female,Surabaya,Jakarta,42.92,Beverage,Little Caesars,58,480,15
5772,User5772,40,Male,Bandung,Surabaya,33.25,Healthy,Dunkin' Donuts,19,269,17
5773,User5773,68,Female,Bandung,Surabaya,89.32,Dessert,Little Caesars,53,254,11
5774,User5774,47,Female,Bandung,Surabaya,15,Beverage,Burger King,21,86,2
5775,User5775,58,Female,Surabaya,Surabaya,92.21,Healthy,Burger King,29,170,0
5776,User5776,63,Male,Bandung,Jakarta,77.06,Dessert,Chipotle,38,333,2
5777,User5777,68,Female,Bandung,Jakarta,28.69,Fast Food,Arby's,32,136,17
5778,User5778,34,Female,Jakarta,Bandung,25.95,Fast Food,Panera Bread,36,293,19
5779,User5779,57,Female,Bandung,Bandung,53.48,Beverage,Subway,19,94,14
5780,User5780,29,Male,Bandung,Jakarta,80.56,Healthy,Panera Bread,30,366,14
5781,User5781,50,Female,Surabaya,Jakarta,55.67,Beverage,Taco Bell,49,45,19
5782,User5782,58,Female,Jakarta,Jakarta,78.17,Fast Food,Little Caesars,35,37,7
5783,User5783,45,Male,Surabaya,Surabaya,95.95,Beverage,Burger King,19,249,5
5784,User5784,30,Female,Surabaya,Surabaya,77.6,Fast Food,Panda Express,42,117,18
5785,User5785,32,Male,Surabaya,Bandung,45.43,Dessert,Chick-fil-A,30,124,12
5786,User5786,68,Male,Jakarta,Surabaya,13.76,Fast Food,Chick-fil-A,37,101,9
5787,User5787,31,Male,Surabaya,Surabaya,18.49,Fast Food,Panda Express,23,162,8
5788,User5788,19,Female,Surabaya,Jakarta,7.63,Beverage,Starbucks,19,195,0
5789,User5789,49,Male,Jakarta,Jakarta,21.97,Fast Food,Jack in the Box,42,180,7
5790,User5790,66,Male,Bandung,Surabaya,19.84,Beverage,Five Guys,55,414,14
5791,User5791,67,Male,Jakarta,Surabaya,9.54,Dessert,McDonald's,48,204,0
5792,User5792,27,Female,Jakarta,Surabaya,51.79,Fast Food,Domino's Pizza,43,135,18
5793,User5793,59,Female,Bandung,Surabaya,55.79,Beverage,Wendy's,27,368,13
5794,User5794,32,Male,Jakarta,Surabaya,99.54,Fast Food,Starbucks,43,186,3
5795,User5795,33,Female,Bandung,Bandung,94.88,Healthy,McDonald's,26,452,10
5796,User5796,29,Male,Bandung,Jakarta,96,Dessert,Panda Express,18,256,9
5797,User5797,22,Male,Bandung,Surabaya,5.35,Dessert,Five Guys,24,288,17
5798,User5798,51,Female,Jakarta,Jakarta,30.77,Dessert,Burger King,49,465,5
5799,User5799,63,Male,Bandung,Surabaya,32.73,Fast Food,Panera Bread,45,400,9
5800,User5800,59,Female,Surabaya,Surabaya,42.69,Beverage,Popeyes,25,343,12
5801,User5801,45,Female,Jakarta,Surabaya,89.38,Fast Food,Starbucks,45,330,3
5802,User5802,68,Male,Bandung,Bandung,37.92,Dessert,Pizza Hut,40,260,19
5803,User5803,49,Male,Surabaya,Jakarta,78.82,Healthy,Five Guys,37,408,16
5804,User5804,35,Female,Jakarta,Surabaya,20.11,Healthy,Arby's,40,309,11
5805,User5805,33,Male,Surabaya,Surabaya,85.6,Dessert,Taco Bell,55,435,5
5806,User5806,56,Female,Surabaya,Jakarta,35.78,Fast Food,Arby's,34,98,4
5807,User5807,20,Female,Surabaya,Bandung,38.7,Beverage,Panera Bread,52,262,19
5808,User5808,39,Male,Jakarta,Jakarta,53.84,Beverage,Taco Bell,16,45,15
5809,User5809,53,Female,Surabaya,Bandung,93.24,Beverage,Chick-fil-A,51,276,10
5810,User5810,35,Male,Jakarta,Jakarta,53.16,Beverage,Wendy's,15,87,18
5811,User5811,57,Male,Surabaya,Surabaya,8.44,Healthy,Pizza Hut,45,72,6
5812,User5812,48,Male,Surabaya,Jakarta,5.55,Healthy,Five Guys,45,498,14
5813,User5813,67,Female,Jakarta,Bandung,9.66,Dessert,Arby's,27,276,7
5814,User5814,27,Male,Jakarta,Bandung,10.84,Dessert,Popeyes,21,184,2
5815,User5815,43,Female,Jakarta,Surabaya,71.78,Fast Food,Panera Bread,33,425,10
5816,User5816,47,Female,Jakarta,Surabaya,82.82,Dessert,Panda Express,41,30,18
5817,User5817,66,Female,Surabaya,Bandung,91.53,Fast Food,Sonic Drive-In,37,411,11
5818,User5818,20,Male,Surabaya,Bandung,95.18,Dessert,Sonic Drive-In,40,340,8
5819,User5819,66,Male,Jakarta,Surabaya,10.41,Fast Food,Jack in the Box,35,87,5
5820,User5820,18,Female,Bandung,Bandung,10.26,Healthy,Taco Bell,28,36,0
5821,User5821,67,Female,Bandung,Surabaya,58.01,Fast Food,Dunkin' Donuts,42,263,18
5822,User5822,43,Female,Jakarta,Bandung,75.2,Dessert,Five Guys,48,199,0
5823,User5823,65,Male,Surabaya,Jakarta,90.58,Beverage,Jack in the Box,41,345,12
5824,User5824,23,Female,Surabaya,Surabaya,51.93,Fast Food,Sonic Drive-In,28,235,12
5825,User5825,38,Female,Surabaya,Bandung,81.65,Healthy,Sonic Drive-In,30,49,6
5826,User5826,31,Female,Surabaya,Surabaya,24.72,Fast Food,Panera Bread,33,39,5
5827,User5827,55,Male,Jakarta,Jakarta,73.4,Dessert,Pizza Hut,24,131,9
5828,User5828,38,Female,Surabaya,Jakarta,86.16,Dessert,Popeyes,30,144,17
5829,User5829,61,Male,Jakarta,Bandung,68.1,Fast Food,KFC,29,479,9
5830,User5830,48,Male,Jakarta,Surabaya,44.88,Dessert,Little Caesars,55,299,4
5831,User5831,20,Male,Surabaya,Bandung,13.29,Healthy,Five Guys,43,391,19
5832,User5832,55,Male,Jakarta,Jakarta,72.08,Dessert,Sonic Drive-In,19,67,3
5833,User5833,40,Male,Surabaya,Bandung,47.11,Healthy,Chick-fil-A,15,307,9
5834,User5834,47,Male,Bandung,Surabaya,49.57,Healthy,KFC,33,377,5
5835,User5835,38,Male,Jakarta,Bandung,73.71,Healthy,McDonald's,37,215,2
5836,User5836,19,Female,Surabaya,Bandung,35.67,Beverage,Dunkin' Donuts,37,451,3
5837,User5837,59,Female,Bandung,Jakarta,34.6,Beverage,Dunkin' Donuts,37,66,17
5838,User5838,40,Male,Surabaya,Surabaya,35.87,Dessert,Domino's Pizza,15,35,9
5839,User5839,25,Male,Surabaya,Jakarta,49.87,Healthy,Popeyes,17,221,12
5840,User5840,56,Male,Jakarta,Surabaya,12.26,Beverage,Arby's,33,362,12
5841,User5841,34,Male,Bandung,Bandung,30.09,Dessert,Jack in the Box,47,300,18
5842,User5842,46,Male,Surabaya,Surabaya,20.23,Beverage,Little Caesars,45,343,14
5843,User5843,69,Female,Jakarta,Jakarta,80.72,Dessert,McDonald's,36,136,7
5844,User5844,63,Male,Jakarta,Surabaya,35.89,Beverage,Dunkin' Donuts,40,369,0
5845,User5845,41,Male,Surabaya,Jakarta,6.99,Dessert,Subway,24,306,11
5846,User5846,46,Male,Bandung,Bandung,50.26,Dessert,Starbucks,20,349,19
5847,User5847,64,Female,Bandung,Surabaya,83.79,Fast Food,Starbucks,49,381,15
5848,User5848,27,Female,Surabaya,Bandung,43.73,Beverage,Panera Bread,15,137,0
5849,User5849,59,Male,Surabaya,Bandung,88.62,Healthy,Chipotle,51,282,14
5850,User5850,45,Female,Surabaya,Bandung,85.36,Beverage,McDonald's,33,82,10
5851,User5851,33,Male,Surabaya,Bandung,5.1,Dessert,Chick-fil-A,27,432,19
5852,User5852,44,Male,Jakarta,Bandung,59.78,Dessert,Little Caesars,56,14,3
5853,User5853,33,Male,Bandung,Surabaya,78.68,Healthy,Little Caesars,31,57,19
5854,User5854,68,Female,Jakarta,Surabaya,77.48,Fast Food,Dunkin' Donuts,25,214,3
5855,User5855,64,Male,Jakarta,Bandung,84.5,Dessert,Dunkin' Donuts,44,407,12
5856,User5856,32,Male,Bandung,Surabaya,29.47,Dessert,Five Guys,46,145,7
5857,User5857,56,Male,Jakarta,Jakarta,41.34,Dessert,Chick-fil-A,37,476,18
5858,User5858,34,Male,Jakarta,Bandung,18.32,Dessert,Jack in the Box,25,387,0
5859,User5859,47,Male,Bandung,Jakarta,23.42,Beverage,Popeyes,37,386,5
5860,User5860,36,Male,Bandung,Jakarta,24.2,Beverage,McDonald's,34,84,18
5861,User5861,24,Male,Bandung,Surabaya,70.84,Dessert,Burger King,34,117,6
5862,User5862,19,Male,Jakarta,Jakarta,9.36,Beverage,Panera Bread,48,12,8
5863,User5863,35,Male,Bandung,Jakarta,25.32,Healthy,Panera Bread,15,498,13
5864,User5864,18,Male,Bandung,Bandung,31.04,Dessert,Jack in the Box,51,411,4
5865,User5865,48,Female,Jakarta,Bandung,57.07,Dessert,Subway,54,84,16
5866,User5866,67,Male,Surabaya,Surabaya,51.88,Healthy,Chick-fil-A,46,309,14
5867,User5867,19,Male,Jakarta,Surabaya,74.74,Beverage,Wendy's,15,40,17
5868,User5868,29,Male,Bandung,Jakarta,81.21,Dessert,Five Guys,30,194,17
5869,User5869,49,Female,Bandung,Bandung,75.6,Healthy,Jack in the Box,17,285,6
5870,User5870,50,Male,Surabaya,Bandung,87.03,Healthy,Domino's Pizza,55,157,4
5871,User5871,28,Male,Jakarta,Bandung,28.34,Fast Food,Five Guys,58,105,18
5872,User5872,21,Male,Bandung,Surabaya,72.08,Beverage,Dunkin' Donuts,33,452,4
5873,User5873,42,Female,Surabaya,Bandung,88.71,Beverage,Jack in the Box,22,357,3
5874,User5874,30,Male,Surabaya,Surabaya,47.57,Dessert,Chipotle,34,120,11
5875,User5875,44,Female,Jakarta,Jakarta,52.97,Fast Food,KFC,58,183,7
5876,User5876,22,Female,Surabaya,Bandung,55.43,Fast Food,Wendy's,45,73,9
5877,User5877,59,Male,Bandung,Bandung,63.62,Beverage,Five Guys,29,465,16
5878,User5878,67,Male,Surabaya,Bandung,32.01,Fast Food,Burger King,39,467,18
5879,User5879,32,Male,Bandung,Surabaya,89.11,Dessert,Dunkin' Donuts,46,153,12
5880,User5880,38,Female,Jakarta,Jakarta,10.37,Healthy,Five Guys,48,443,3
5881,User5881,60,Female,Jakarta,Bandung,37.73,Fast Food,Sonic Drive-In,35,279,6
5882,User5882,32,Male,Bandung,Jakarta,24.75,Fast Food,Panda Express,35,204,16
5883,User5883,22,Male,Jakarta,Surabaya,74.45,Healthy,Dunkin' Donuts,19,32,19
5884,User5884,68,Female,Jakarta,Bandung,46.32,Healthy,McDonald's,31,346,17
5885,User5885,41,Female,Jakarta,Surabaya,9.59,Dessert,Panda Express,41,170,3
5886,User5886,28,Female,Bandung,Surabaya,33.35,Beverage,Chipotle,51,399,0
5887,User5887,68,Male,Surabaya,Surabaya,30.61,Dessert,Pizza Hut,56,463,12
5888,User5888,29,Male,Jakarta,Surabaya,50.91,Dessert,Pizza Hut,41,146,2
5889,User5889,39,Male,Jakarta,Jakarta,37.15,Fast Food,Burger King,42,328,11
5890,User5890,20,Male,Bandung,Jakarta,97.03,Fast Food,Domino's Pizza,40,405,17
5891,User5891,29,Male,Bandung,Bandung,24.22,Healthy,Chipotle,21,133,11
5892,User5892,27,Female,Surabaya,Bandung,12.23,Beverage,Pizza Hut,44,236,14
5893,User5893,48,Female,Surabaya,Bandung,75.85,Fast Food,Domino's Pizza,51,108,6
5894,User5894,61,Female,Bandung,Jakarta,71.58,Healthy,Taco Bell,58,139,11
5895,User5895,58,Female,Surabaya,Surabaya,21.27,Beverage,Little Caesars,47,479,6
5896,User5896,62,Male,Bandung,Surabaya,88.93,Healthy,Panera Bread,38,464,15
5897,User5897,49,Male,Jakarta,Jakarta,70.69,Dessert,Starbucks,48,67,8
5898,User5898,42,Female,Surabaya,Jakarta,97.96,Dessert,Arby's,22,42,18
5899,User5899,26,Male,Jakarta,Surabaya,94.82,Healthy,Wendy's,31,221,7
5900,User5900,34,Female,Surabaya,Surabaya,94.53,Healthy,Wendy's,39,244,13
5901,User5901,35,Male,Bandung,Surabaya,66.97,Dessert,Jack in the Box,29,302,16
5902,User5902,47,Male,Bandung,Jakarta,50.15,Fast Food,Chipotle,52,238,14
5903,User5903,47,Male,Jakarta,Jakarta,19.77,Beverage,Panda Express,57,70,16
5904,User5904,33,Female,Jakarta,Jakarta,50.19,Healthy,McDonald's,59,448,9
5905,User5905,25,Female,Jakarta,Surabaya,39.99,Beverage,Sonic Drive-In,50,371,19
5906,User5906,42,Male,Surabaya,Surabaya,91.27,Fast Food,Sonic Drive-In,55,106,5
5907,User5907,28,Male,Bandung,Surabaya,8.65,Healthy,McDonald's,54,272,17
5908,User5908,68,Male,Bandung,Bandung,46.87,Beverage,Domino's Pizza,28,176,0
5909,User5909,26,Female,Bandung,Bandung,89.3,Dessert,Dunkin' Donuts,51,192,11
5910,User5910,58,Female,Bandung,Bandung,49.24,Dessert,Little Caesars,15,441,12
5911,User5911,28,Female,Bandung,Jakarta,11.26,Healthy,Burger King,58,64,4
5912,User5912,57,Female,Jakarta,Jakarta,19.39,Fast Food,Little Caesars,59,470,11
5913,User5913,53,Male,Bandung,Surabaya,33.29,Beverage,Burger King,19,183,11
5914,User5914,40,Male,Bandung,Jakarta,37.82,Fast Food,Panda Express,19,202,16
5915,User5915,62,Male,Surabaya,Surabaya,63.53,Dessert,Domino's Pizza,42,137,0
5916,User5916,66,Female,Jakarta,Bandung,33.16,Healthy,Chipotle,59,168,6
5917,User5917,18,Male,Jakarta,Surabaya,93.86,Dessert,Pizza Hut,41,221,18
5918,User5918,59,Male,Surabaya,Surabaya,65.57,Healthy,Panera Bread,50,112,10
5919,User5919,35,Male,Jakarta,Jakarta,50.87,Fast Food,Five Guys,42,316,3
5920,User5920,26,Male,Jakarta,Jakarta,15.9,Beverage,Burger King,46,142,11
5921,User5921,69,Female,Surabaya,Bandung,43.19,Dessert,Pizza Hut,39,283,10
5922,User5922,40,Female,Jakarta,Jakarta,80.86,Dessert,Jack in the Box,58,296,9
5923,User5923,29,Male,Bandung,Bandung,7.03,Dessert,Starbucks,25,132,0
5924,User5924,47,Female,Bandung,Bandung,83.21,Fast Food,Panera Bread,52,354,16
5925,User5925,59,Female,Bandung,Jakarta,43.89,Fast Food,Pizza Hut,46,273,2
5926,User5926,50,Male,Jakarta,Surabaya,99.68,Fast Food,Taco Bell,50,265,9
5927,User5927,64,Female,Bandung,Bandung,87.57,Dessert,KFC,56,370,13
